Mira Khalifa	4.583532890284306	6	4	19	0	418	3	0	0	0	0	4	45
^^Slepxwalking^^	7.279691031319048	5	3	0	0	0	8	0	0	0	0	8	17
X3oNZ.	8.132154311475128	31	28	284	5	6110	23	1	0	2	0	5	57
^^Slepxwalking^^	7.279691158101114	5	3	0	0	0	8	0	0	0	0	8	17
lencH 🐨	5.410472954209967	34	26	0	0	0	58	6	3	1	0	1	39
6 ft under	9.389067632917014	21	21	159	0	0	25	0	0	1	0	11	36
Jugger	8.342690223766803	38	45	0	0	0	103	2	0	5	0	65	120
gergelypuskaval	4.7668026726166275	6	3	0	0	0	48	1	17	0	0	1	41
acepiolot_Ash	5.067234592923805	4	3	0	0	0	3	0	0	0	0	1	3
gergelypuskaval	4.76680284240355	6	3	0	0	0	48	1	17	0	0	1	41
IsEstredundant	4.79079469659582	6	5	0	0	0	539	0	51	1	0	4	30
Karen	7.254979631069097	50	42	192	12	3810	318	0	5	21	0	16	50
EmpathicSpade86	6.945122696664469	11	7	0	0	0	49	0	1	10	0	1	40
Plandiss	7.950567395829084	25	26	311	60	3764	20	13	0	5	0	2	61
Deldour	7.950607363111406	8	4	0	0	0	0	0	0	1	0	1	12
Travision	15.579586833088511	12	5	0	0	0	22	0	0	0	0	1	41
The Hulk	3.8293426817914655	5	3	0	0	0	3	0	0	1	0	1	43
MikeVancouver	6.623562564691232	34	44	0	0	0	199	0	0	4	0	5	105
comp-	3.4202195648685407	3	2	0	0	0	0	0	0	0	0	0	5
jedimasterchad93	5.297203215426559	5	3	0	0	0	0	0	0	0	0	0	13
Reconman52	4.952684099486187	5	3	0	0	0	0	0	0	0	0	0	27
GetUpInThat	7.253937044767349	10	5	0	0	0	0	0	0	2	0	1	19
Pulver	6.261593918188945	6	3	0	0	0	0	0	0	0	0	1	40
Sir_Banana	6.568567393235744	4	2	0	0	0	0	0	0	0	0	0	8
Sun	6.084020874088976	11	6	0	0	0	1	0	0	0	0	0	16
Ditho67	6.598853097442117	8	5	0	0	0	0	0	0	1	0	4	41
𝓸𝓷𝓲𝓲𝓬𝓱𝓪𝓷	2.171034497807068	5	4	0	0	0	0	0	0	0	0	1	8
hi	2.7527906016323436	90	100	108	86	1625	35	0	8	4	0	18	164
JRAM23	7.790303643823366	11	7	76	20	881	1	0	0	1	0	1	24
k8laminte	3.5851773135070037	12	5	0	0	0	0	0	0	1	0	0	15
