Mikyx	4.5113423076243055	4	3	21	0	751	4	0	0	0	0	2	85
Crownie	7.625255216088393	6	3	0	0	0	0	0	0	0	0	2	41
FieryXJoe	8.785489350907289	15	7	0	0	0	0	0	0	0	0	5	287
orangemunki	7.760626593683628	4	2	0	0	0	0	0	0	0	0	1	13
TFlans9	6.625802920571919	9	5	0	0	0	4	0	0	1	0	1	9
Explosive Ejaculaton	11.791624136568409	9	3	0	0	0	0	0	0	0	0	6	32
TFlans9	6.625803089228281	9	5	0	0	0	4	0	0	1	0	1	9
orangemunki	7.760626943371619	4	2	0	0	0	0	0	0	0	0	1	13
JimmyGtr11	4.754893247900541	3	2	0	0	0	0	0	0	0	0	0	35
Wixby	6.100369757680233	4	2	0	0	0	0	0	0	0	0	1	16
Gordon Ramsay	2.238319894421953	2	2	0	0	0	0	0	0	0	0	0	30
Systemz	3.7382874549405036	3	3	0	0	0	0	0	0	0	0	0	20
Camping Baldi	3.2238881176718373	6	5	31	0	1273	3	0	0	11	0	4	49
Vx.	4.3006975223658985	6	4	0	0	0	1	0	0	1	0	3	91
Mom	1.7136255279104837	7	6	0	0	0	5	0	0	0	0	1	77
ZA WARUDO	3.3738035125370134	6	5	0	0	0	2	0	0	1	0	8	81
TurtleSenpai420	4.009842230282078	5	3	0	0	0	0	0	0	3	0	1	17
ZA WARUDO	3.3738036923322925	6	5	0	0	0	2	0	0	1	0	8	81
Reptar	6.231902926925345	12	5	0	0	0	0	0	0	2	0	1	157
roflcakes	14.849361220221768	15	7	190	43	4801	63	7	0	25	0	10	280
Bailey	1.46894778221138	9	4	0	0	0	0	0	0	0	0	0	66
Chef Shane	8.62003312580515	8	4	0	0	0	0	0	0	0	0	5	163
Exo	4.741776869084442	12	7	73	4	3546	9	1	0	1	0	3	65
NZLR	5.071151734564009	14	7	0	0	0	32	0	0	2	0	0	22
ohyo ohyo	3.757316816583752	32	24	36	58	3770	0	0	0	0	0	24	86
StrattoN	2.8756813081319277	51	35	79	23	2821	1	0	0	1	0	46	472
Questron	7.300246651581992	11	9	0	0	0	54	0	0	1	0	3	33
Silent_Creamer	4.695979556634644	11	6	63	73	2457	109	0	0	3	0	17	238
Pithon	4.7939648774245525	20	12	0	0	0	4	1	4	1	0	11	110
<unknown>	4.284908709485154	10	6	48	58	2724	0	0	0	0	0	14	88
Lord_Sinon	2.296730984656113	10	5	76	0	1899	12	3	0	5	0	1	63
A.H.P. MysticCube HUN	2.7441302394170046	13	9	230	50	1655	56	1	0	11	0	93	233
Grebber	10.131767253977547	30	25	1950	6	2511	508	1	0	227	0	28	227
⊰Fenrir XVII⊱	7.249470883774151	26	26	921	16	3649	152	102	0	2	0	153	178
zsiger	5.443102814606033	3	2	0	0	0	0	0	0	0	0	3	16
Simi	4.262208569046048	0	0	0	0	0	0	0	0	0	0	1	9
st33lboy	7.771630997705057	7	4	0	0	0	0	0	0	2	0	3	28
FolyerzZz	6.569722773331274	11	6	0	0	0	0	0	0	0	0	13	36
vampirelol	10.246582193620318	7	3	0	0	0	7	0	0	0	0	0	11
Roniel	6.569304068921719	4	2	0	0	0	0	0	0	0	0	0	21
Yudzsu	6.161584405893899	5	3	0	0	0	0	0	0	0	0	0	28
FolyerzZz	6.5697235799147	11	6	0	0	0	0	0	0	0	0	13	36
Vegeta	4.421865287483585	5	4	0	0	0	4	0	0	0	0	8	49
Deep Purple	7.485161721047965	7	5	21	0	2258	29	0	0	1	0	20	90
JoJoliodas	2.2745283315226485	11	6	0	0	0	3	0	0	2	0	31	136
Why is everything so heavy?	4.257915085195134	5	4	0	0	0	12	0	0	0	0	11	101
Джумба	2.4251522951616	3	3	0	0	0	0	0	0	0	0	5	78
AAYwa	2.1912242541544438	3	3	0	0	0	5	0	0	0	0	9	142
