Mikyx	4.511649464544368	4	3	21	0	751	4	0	0	0	0	2	85
Crownie	7.625562327504355	6	3	0	0	0	0	0	0	0	0	2	41
N1ghthawk	5.0161327865124585	4	2	0	0	0	0	0	0	0	0	0	5
Litko :3	7.572960892788336	6	3	0	0	0	0	0	0	0	0	0	67
prmk	7.030104923642813	6	3	0	0	0	0	0	0	0	0	0	48
bl17z	5.542929946605821	5	4	0	0	0	0	0	0	0	0	1	48
Anža	7.237858337014869	20	12	0	0	0	1	0	0	0	0	5	79
i cum in ur mum	3.5863573277329865	1	3	0	0	0	0	0	0	0	0	0	31
Whitechapel	6.943677700174514	7	4	0	0	0	30	0	0	0	0	7	131
Alphonse Elric	5.665708278507282	6	4	0	0	0	0	0	0	0	0	5	23
Koelschi	5.057788192306419	5	3	0	0	0	0	0	0	0	0	2	20
Camper_Cat	4.6111908632627845	20	19	0	0	0	32	0	0	0	0	3	45
vini vici	3.219257096536635	6	4	0	0	0	24	0	0	0	0	4	40
☭Raymond☭	2.734682071197538	4	4	0	0	0	0	0	0	0	0	7	106
Flower's Tear	1.738014412798853	4	4	0	0	0	0	0	0	1	0	4	106
狐狸艾艾艾	2.7568566763117293	9	7	61	5	1755	0	0	0	1	0	15	190
|。• •)っ鬼一	4.622679421636498	12	10	0	0	0	4	0	0	0	0	14	153
✪swar(goa)	2.578316296491721	4	4	47	13	4388	5	0	0	0	0	12	169
LeOO0	1.8834495322834652	3	3	0	0	0	2	0	0	0	0	41	104
🐾百鬼丸🐾	2.181967695126674	110	137	107	0	1120	11	0	0	3	0	34	167
TARAPI	7.809802775154572	85	97	0	0	0	224	0	0	8	0	56	279
ageha.rom-[JP]	10.64578381883711	11	5	83	0	0	36	0	0	2	0	19	189
buibui11	7.138871591603669	5	2	0	0	0	0	0	0	0	0	3	100
OSAKApronax	7.0340282342394085	41	49	288	54	6476	896	3	0	11	0	164	411
KIRISU [JAPON]	5.045128010891971	29	26	0	0	0	26	0	0	4	0	32	258
Zombine	6.6667929576960825	113	592	1268	108	15393	3082	3	5	26	0	77	491
amakarakun	10.43706281818795	149	295	1429	0	0	258	0	0	17	0	159	852
EndsWithaBullet	6.04743581902847	75	110	550	32	7039	2539	3	0	70	0	14	108
Templar	11.054959360472347	72	190	0	0	0	469	0	0	118	0	7	203
ovmise	9.001168936987272	324	1077	6327	157	35294	831	5	1	36	0	30	1696
ScoRrpioOo	8.1693608277726	104	477	2867	70	14139	1289	0	1	13	0	28	563
Roguecoder	5.331629781571622	51	122	715	0	3013	23	1	0	3	0	70	415
Lady Snow	11.295118903848671	75	73	351	4	1991	195	0	1	2	0	46	605
Kitsune 狐	5.181505716910509	110	157	0	0	0	1038	38	0	70	0	27	156
Castor	7.886327857450452	8	2	0	0	0	26	0	0	0	0	0	25
FuriosLPs[Twitch]	12.229497969258478	10	3	166	0	531	0	0	0	0	0	9	44
teX	15.351224090320734	31	16	0	0	0	37	12	0	1	0	23	193
Landryna	8.167428395108598	6	3	0	0	0	0	0	0	0	0	7	111
Datface	7.772227874018928	33	41	0	0	0	303	8	4	4	0	24	238
Arplane	5.067838204532681	10	5	0	0	0	0	0	0	0	0	9	61
Duno3er vac csgobig.com	5.57798735035082	7	5	0	0	0	25	0	0	0	0	30	122
Norbix	6.273578028489397	10	5	0	0	0	0	0	0	0	0	0	83
Panchzr 7	3.9133335448006488	61	46	0	0	0	104	0	0	5	0	20	335
Ra-Blue	5.929780880062132	60	97	276	10	3769	1041	0	0	8	0	158	424
Mystic.Juice	5.0108963379765425	7	4	0	0	0	4	0	0	1	0	6	22
Syndicade	5.788510708422663	33	25	0	0	0	56	0	0	7	0	3	182
jujubean909	4.196562691742858	5	3	0	0	0	0	0	0	0	0	0	9
DXDAHC	13.906369662404144	34	19	102	0	0	16	0	0	0	0	3	101
bekinneyn	1.5764046243630512	12	7	19	0	700	39	0	0	0	0	11	58
tommy	1.6557618046959361	0	3	0	0	0	0	0	0	0	0	0	64
mattpix	1.7847768820484602	2	3	0	0	0	3	0	0	0	0	3	153
BeybladeMastahhh	4.437999336436036	5	3	0	0	0	1	0	0	1	0	4	45
the_YO-YO_king	3.701492553032999	3	3	0	0	0	2	0	0	0	0	2	23
Guido Von Douchebag	3.3840406326544747	4	4	0	0	0	0	0	0	0	0	0	10
Chubbs Mallone	1.9907806732434874	1	2	0	0	0	0	0	0	0	0	1	9
Guido Von Douchebag	3.3840407544368265	4	4	0	0	0	0	0	0	0	0	0	10
XkaliBuR	2.6592802103449475	8	4	24	13	1485	0	0	0	0	0	8	90
ChefBoi	3.5993394099581386	6	5	0	0	0	7	0	0	0	0	19	24
Entonic™	7.620744878034539	33	23	149	0	2654	35	0	7	4	0	8	105
Awsomeman12_PC	5.767256133899076	20	18	0	0	0	26	0	0	2	0	19	93
nAme	4.630400082047316	21	25	398	0	0	5	0	0	6	0	22	40
YourFriendAdam	3.0460015104725873	7	5	0	0	0	1	0	0	3	0	28	161
FreSH✘	4.69501339784121	20	23	81	36	4940	72	0	3	1	0	39	276
CanadianBuck	6.108591278245422	11	5	90	97	1941	3	2	0	1	0	5	106
...?	3.3408317676991044	5	4	64	16	2879	0	0	0	0	0	9	88
Bot Bottle	1.9175272250645417	1	2	0	0	0	0	0	0	0	0	2	34
The Cat With The Zap	4.16460259130895	11	7	63	23	3698	2	3	0	1	0	23	182
N0 B1GG1E	4.993832087591615	9	6	0	0	0	1	0	0	0	0	2	40
Moordred	10.785033288713255	8	3	0	0	0	0	0	0	1	0	1	31
TheDiabolicGhoul	8.290649588775167	13	10	0	0	0	12	0	0	0	0	25	180
DustyyGG^  teag.agency	8.057254191839645	18	11	0	0	0	90	89	0	9	0	12	285
Graveyard: Twurkkk	6.740923514691874	13	9	0	0	0	39	0	0	1	0	4	148
Kenny™	7.638275137998659	11	8	0	0	0	9	0	0	1	0	28	156
kawffi (o´ω｀o)	8.287190891456921	36	36	0	0	0	526	0	5	6	0	57	123
flyingtacos	3.34421685539124	11	7	0	0	0	4	0	0	1	0	1	52
spyguy246	1.8317211242229925	3	3	0	0	0	7	0	0	0	0	0	13
flyingtacos	3.3442170436587633	11	7	0	0	0	4	0	0	1	0	1	52
Doomanatier	4.042936674400982	6	4	0	0	0	3	0	4	0	0	4	13
Rotax	2.1935504795034744	2	2	0	0	0	0	0	0	0	0	0	1
Doomanatier	4.042936798399888	6	4	0	0	0	3	0	4	0	0	4	13
inverse	3.8269739470102424	50	39	102	27	2665	7	0	0	0	0	13	81
╘𝕼╛	3.778074135242351	9	5	0	0	0	31	1	0	6	0	48	76
Zamoshi	5.16099649644834	7	5	0	0	0	5	0	0	0	0	8	28
Sandman	5.251083333043422	6	3	0	0	0	0	0	0	0	0	2	21
Zamoshi	5.160996653784953	7	5	0	0	0	5	0	0	0	0	8	28
Jackson	3.116990375244688	4	3	0	0	0	1	0	0	0	0	1	34
Delayedx	3.968793618484742	3	3	0	0	0	0	0	0	0	0	5	73
BigPoppa	2.2804305438374746	4	4	0	0	0	0	0	0	0	0	2	49
AlexPops	4.934281733700091	20	11	0	0	0	15	0	0	2	0	4	56
Megolongdong shark	3.3527491397701397	27	35	0	0	0	290	1	0	20	0	29	150
Chef_ster	3.038423072986921	5	4	0	0	0	43	0	0	2	0	5	114
Uuuuhhhhhhhhhh	3.125224141971441	11	7	0	0	0	34	0	0	1	0	11	46
< blank >	1.8271142577692632	2	3	0	0	0	0	0	0	0	0	2	109
Alb0tross	15.015971422891274	12	7	0	0	0	0	0	0	0	0	7	99
Carnegie	3.7224261489812114	4	3	0	0	0	0	0	0	0	0	2	149
Ralyks	4.888003250124739	4	3	0	0	0	7	0	0	0	0	2	24
maddd	3.28725336356046	3	3	0	0	0	21	0	0	0	0	4	22
Decent	3.480869758802976	5	4	0	0	0	24	0	0	1	0	1	43
maddd	3.2872535106967637	3	3	0	0	0	21	0	0	0	0	4	22
Dogs Take all the Good Names	10.289376078035938	9	5	0	0	0	3	0	0	1	0	0	72
Spoony Mask, The Slump God	10.286596080313807	10	4	0	0	0	0	0	0	0	0	5	103
FunnyFatGuy	11.52782150904185	12	7	220	0	3308	0	0	0	0	0	6	218
ƒℓυƒƒєєٿ	10.75280863747303	5	2	0	0	0	0	0	0	0	0	35	31
CapoNe	11.41579703167731	6	2	0	0	0	0	0	0	0	0	44	76
{-I(H)M-}{-The(Pretty)One-}	15.273136724738537	9	2	0	0	0	0	0	0	0	0	2	43
nbs	13.467385107651904	8	2	0	0	0	0	0	0	0	0	1	13
!zeL	14.713423542391197	8	2	0	0	0	0	0	0	0	0	6	46
◥◣ . ◢◤	12.58814292088433	11	4	0	0	0	5	0	0	0	0	16	284
@WanaBe808	9.231654545681957	30	20	0	0	0	5	0	0	1	0	11	305
Squog	6.955617905473063	23	16	107	8	3483	6	0	0	2	0	6	28
WatermelOWNED	1.2927612192942626	1	2	0	0	0	0	0	0	0	0	0	10
✪ ℜ𝔢𝔰𝔢𝔯𝔳𝔦𝔫𝔤𝔰	1.473129036115434	32	18	0	0	0	14	0	0	1	0	14	84
Itsjustsatire	1.2586109579764289	1	2	0	0	0	0	0	0	0	0	0	7
BarneyLoVe	1.3738468487556288	2	3	0	0	0	2	0	0	0	0	4	49
matthew 231	1.2766963196885142	1	2	0	0	0	0	0	0	0	0	1	2
OwO Tato	5.21967713299594	11	7	258	18	3307	2	0	0	1	0	13	165
2D	3.632672435045673	16	14	0	0	0	43	0	0	1	0	27	86
Mr. Krabz	6.140655436146204	16	8	0	0	0	7	0	0	3	0	5	59
DeadlyBeast	6.622510236825663	5	3	0	0	0	12	0	0	0	0	41	101
Shadow	6.4624394817509545	5	3	0	0	0	1	0	0	0	0	10	50
Mouse	6.686989127065357	9	5	0	0	0	74	0	1	0	0	22	168
Badgerbae	7.024813818793191	37	49	518	55	8249	37	0	0	4	0	11	251
FAT NUGS ONLY	4.989123967260584	15	11	0	0	0	63	0	6	3	0	10	60
Hakuna	3.633475299030671	14	9	0	0	0	0	0	0	1	0	10	57
Mike	7.225217088837081	23	23	343	35	9887	58	0	2	13	0	15	177
Essa	4.0766075580593055	12	6	0	0	0	11	0	0	2	0	2	1
Mike	7.22521725493408	23	23	0	0	0	58	0	2	13	0	15	177
adv3pl	5.610460298907486	33	23	387	0	5491	226	1	0	5	0	13	11
Miki	7.292804568511135	22	20	40	12	3331	1	0	0	5	0	41	161
Getriax	7.633340989103774	7	3	0	0	0	0	0	0	1	0	6	29
MRJARAS	10.153491296094325	7	2	0	0	0	0	0	0	0	0	1	12
Miszczep	9.331399913420915	7	3	0	0	0	32	0	0	0	0	6	91
★иєм4sίs★	7.487409962812047	6	3	0	0	0	130	0	0	0	0	14	40
dédé zizon	9.992048139121215	10	5	0	0	0	1	0	3	0	0	26	134
Metzek	7.063042692571486	25	29	184	0	2678	61	0	0	8	0	9	35
LeviE	3.994484375533304	9	4	0	0	0	0	0	0	0	0	0	44
KuTerescZ	7.065351198389332	6	3	23	0	3031	0	0	0	3	0	3	65
thomaspetersen03	1.8705594744190972	3	4	0	0	0	2	0	0	0	0	5	26
CLOUD_9_ LUCK	1.927239114420561	3	4	0	0	0	0	0	0	0	0	1	76
Mashiro Shiina	1.6162957823273267	2	3	0	0	0	0	0	0	0	0	2	61
Artey	6.410589974405136	9	5	52	22	1421	9	0	0	1	0	7	114
Plop 3	2.5058300098606257	12	6	16	36	983	6	1	0	1	0	4	209
TMouse	7.779408929165231	13	5	0	0	0	43	3	0	1	0	25	175
Koneko Toujou	1.5657114799509628	12	8	0	0	0	24	0	0	1	0	11	214
